Ref,Campus ID,Preferred ,Last,Suffix,Sex,Hispanic,Hispanic Origin,Race,Primary Ethnicity,Phone ,Street,City,State,Zip,Country,App Center,Standing,First Gen,Legacy,Faculty Child,Tuition Remission,Submitted Date,Admit Flag,Non Admit Flag,Cancel Flag,Complete Date,Admit Date,Deny Date,Cancel Date,Deposit Date,Entry Term App,Applied to College,Admitted to College,Admitted to Major,Current Bin Name,Admit Reason,Deny Reason,Cancel Reason,School,CEEB,School City,School State,MU Feeder,Test Optional,Raw GPA,Recalc GPA,GPA Scale,GPA Type,Rigor,Essay,ACT Equivalent,Blue and Gold,Category,Cristo Rey,Jesuit,Organization Flag,Type,Staff Assigned,Physical Therapy Status,Athletic Training Status,Sport,FACHEX,Tuition Exchange,Honors,EOP,Twin,Campus Visit,Undocumented,Merit Award,ONE Created Date,ONE Submitted Date
957570918,006257450,,,,M,No,,White,White,,,,GA,30327-3131,United States,UGRD,Freshman,No,,None,,9/17/2022,,,,9/19/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,North Atlanta High School,110205,Atlanta,GA,,No,99,4,100,Weighted,5,2,33,,High School,,,,Public,,,,,,,,,No,Yes,,,,
955398321,006261161,,,,M,No,,WhiteWhite - Middle East,White,,,,MI,48210-3705,United States,UGRD,Freshman,No,,None,,10/19/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Review Deny,,,,Universal Academy,231176,Detroit,MI,,Yes,3.5,3.4,4,Weighted,2,1,,,High School,,,,Charter,,,,,,,,,No,,,,,
425988873,006258237,,,,F,Yes,,White,Hispanic,,,,WI,53214-3616,United States,UGRD,Freshman,Yes,,None,,9/29/2022,,,,10/4/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Cristo Rey Jesuit High School,501471,Milwaukee,WI,Y,Yes,3.41,3.41,4,Unweighted,4,3,,Gold,High School,"Yes, is in Cristo Rey Network","Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
944654871,006258074,,,,F,Yes,,White,Hispanic,,,,WI,53215-1837,United States,UGRD,Freshman,Yes,,None,,9/27/2022,,,,10/5/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,Cristo Rey Jesuit High School,501471,Milwaukee,WI,Y,Yes,4.14,4,4,Weighted,4,3,,Gold,High School,"Yes, is in Cristo Rey Network","Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
569855048,006260316,,,,F,No,,White,White,,,,MI,49301-9296,United States,UGRD,Freshman,No,,None,,10/15/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Forest Hills Northern High School,231707,Grand Rapids,MI,,No,4,4,4,Unweighted,4,2,28,,High School,,,,Public,,,,,,,,,No,,,,,
070109837,006257839,,,,F,Yes,Mexican,White,Hispanic,,,,WI,53090-1354,United States,UGRD,Freshman,Yes,,None,,9/24/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Hartford Union High School,500850,Hartford,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
795929237,006258473,,,,F,Yes,,White,Hispanic,,,,IL,60152-3311,United States,UGRD,Freshman,No,,None,,10/2/2022,,,,10/6/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Marengo Community High School,142765,Marengo,IL,,No,4,4,4,Unweighted,5,2,25,,High School,,,,Public,,,,,,,,,Yes,Yes,,,,
273761066,006258619,,,,F,Yes,,White,Hispanic,,,,IL,60152-3311,United States,UGRD,Freshman,No,,None,,10/3/2022,,,,10/6/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Admit FRE,,,,Marengo Community High School,142765,Marengo,IL,,No,4.1,4,4,Weighted,5,3,25,,High School,,,,Public,,,,,,,,,Yes,Yes,,,,
043851284,006265175,,,,M,No,,White,White,,,,WI,53132-8354,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Franklin High School,500702,Franklin,WI,Y,No,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
295496786,,,,,M,No,,White,White,,,,,,Qatar,OIE,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Checklist Check OIE,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,
844202108,006260317,,,,F,No,,White,White,,,,IL,60108-2529,United States,UGRD,Freshman,No,,None,,10/15/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Maybe?,,,,Lake Park High School,142852,Roselle,IL,Y,Yes,4.32,3.32,5,Unweighted,3,2,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
197719343,006263259,,,,F,No,,Asian,Asian,,,,IL,60487-5617,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Victor J. Andrew High School,144117,Orland Hills,IL,,Yes,3.99,3.99,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
998663019,006256408,,,,F,Yes,,White,Hispanic,,,,IL,61548-8007,United States,UGRD,Freshman,No,,None,,8/7/2022,,,,8/16/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Metamora Township High School,142890,Metamora,IL,,Yes,4.47,4,4,Weighted,4,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
124656858,006257297,,,,M,No,,WhiteWhite - Middle East,White,,,,Riyadh,14925,Saudi Arabia,OIE,Freshman,No,,None,,9/13/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Checklist Check OIE,,,,alrgee,,riyadh,Riyadh,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
145970032,006264265,,,,M,No,,White,White,,,,IL,60061-4524,United States,UGRD,Freshman,Yes,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Vernon Hills High School,144214,Vernon Hills,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
138166189,006261890,,,,M,No,,White,White,,,,WI,53005-5251,United States,UGRD,Freshman,No,,None,,10/23/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Brookfield East High School,500281,Brookfield,WI,Y,No,3.56,3.52,4,Weighted,3,2,26,Gold,High School,,,,Public,,,,,,,,,No,,,,,
580985659,006264266,,,,M,No,,White,White,,,,IL,60148-3832,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Glenbard East High School,142662,Lombard,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
721285760,006256404,,,,M,No,,Asian,Asian,,,,WI,53027-9273,United States,UGRD,Freshman,No,,None,,8/3/2022,,,,9/28/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Hartford Union High School,500850,Hartford,WI,,No,3.62,3.37,4,Weighted,3,3,24,,High School,,,,Public,,,,,,,,,No,,,,,
352357578,006264288,,,,F,No,,White,White,,,,SD,57108-4620,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,11/1/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,O'Gorman High School,421175,Sioux Falls,SD,,No,3.68,3.68,4,Unweighted,,,30,,High School,,,,Catholic,,,,,,,,,No,,,,,
714666306,006265176,,,,M,No,,White,White,,,,MN,55409-1433,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Mounds Park Academy,242277,Saint Paul,MN,,No,,,,,,,,,High School,,,,Independent,,,,,,,,,No,,,,,
969522403,006263260,,,,F,No,,White,White,,,,IL,60451-3402,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,Lincoln-Way West High School,143171,New Lenox,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
116416178,006263641,,,,F,Yes,,,Hispanic,,,,CA,95122-1069,United States,UGRD,Freshman,Yes,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Cristo Rey San Jose Jesuit High School,054860,San Jose,CA,Y,Yes,,,,,,,,,High School,"Yes, is in Cristo Rey Network","Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
322017639,006261371,,,,F,Yes,Mexican,,Hispanic,,,,IL,62650-3273,United States,UGRD,Freshman,Yes,,None,,10/20/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Routt Catholic High School,142355,Jacksonville,IL,,Yes,3.61,3.61,4,Unweighted,,,,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
067936386,006260745,,,,F,Yes,,,Hispanic,,,,IL,60639-3039,United States,UGRD,Freshman,Yes,,None,,10/17/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,Von Steuben Metropolitan Science Center,141345,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
252233711,006263945,,,,F,Yes,,White,Hispanic,,,,IL,60631-2049,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,To Be Entered TOPT FRE,,,,Lincoln Park High School,141100,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
258432076,006257932,,,,F,Yes,,White,Hispanic,,,,IL,60617-7153,United States,UGRD,Freshman,Yes,,None,,9/25/2022,,,,10/7/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,Gwendolyn Brooks College Prep,141297,Chicago,IL,,Yes,3.56,3.56,4,Unweighted,4,4,,,High School,,,,Public,,,,,,,,,No,,,,,
390489042,006260443,,,,F,Yes,Mexican,WhiteWhite - Europe,Hispanic,,,,IL,61021-2830,United States,UGRD,Freshman,Yes,,None,,10/16/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Review Deny,,,,Dixon High School,141615,Dixon,IL,,Yes,2.37,2.37,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
931187966,006266083,,,,F,Yes,,,Hispanic,,,,IL,60652-2202,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,John Hancock High School,140899,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
937419842,006257379,,,,F,Yes,,White,Hispanic,,,,WI,53092-4913,United States,UGRD,Freshman,No,,None,,9/15/2022,,,,9/30/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Homestead High School,502269,Mequon,WI,Y,Yes,3.8,3.8,4,Unweighted,4,3,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
739384526,006263642,,,,F,Yes,,,Hispanic,,,,IL,60018-3837,United States,UGRD,Freshman,Yes,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,Maine West High School,141597,Des Plaines,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
174841512,006266061,,,,M,No,,Asian,Asian,,,,MI,49071-7710,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Mattawan High School,232500,Mattawan,MI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
142963499,006262919,,,,F,No,,White,White,,,,IL,60068-3467,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Maine South High School,143377,Park Ridge,IL,Y,Yes,3.98,3.98,4,Unweighted,,,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
035229486,006262574,,,,M,No,,Black or African American,Black or African American,,,,PA,18960-2721,United States,UGRD,Freshman,Yes,,None,,10/25/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,To Be Entered TOPT FRE,,,,Springside Chestnut Hill,393285,Philadelphia,PA,,Yes,,,,,,,,,High School,,,,Independent,,,,Men's Basketball,,,,,No,,,,,
819789072,006260450,,,,F,No,,White,White,,,,IL,60631-1137,United States,UGRD,Freshman,Yes,Father,None,,10/16/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Communication,Communication,,Admit FRE,,,,Loyola Academy,144403,Wilmette,IL,Y,Yes,87.06,3.2,100,Weighted,3,3,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
747642477,006264289,,,,F,Yes,,White,Hispanic,,,,IL,60134-2978,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Geneva Community High School,142020,Geneva,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
377626856,006259726,,,,F,No,,White,White,,,,MN,55391-2336,United States,UGRD,Freshman,No,,None,,10/12/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Wayzata High School,242650,Plymouth,MN,,Yes,11.81,3.99,12,Weighted,3,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
277087653,006261728,,,,F,No,,White,White,,,,NE,68154-1091,United States,UGRD,Freshman,No,,None,,10/22/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Marian High School,281718,Omaha,NE,Y,No,4.19,4,4,Weighted,,,29,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
872111116,006263946,,,,F,No,,White,White,,,,IL,60102-2045,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,To Be Entered TOPT FRE,,,,Jacobs High School,140027,Algonquin,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
061408197,006256759,,,,M,No,,Black or African American,Black or African American,,,,,,Ghana,OIE,Freshman,Yes,,None,,8/22/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Incomplete OIE,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,
315627676,006261372,,,,F,No,,White,White,,,,WA,98105-3824,United States,UGRD,Freshman,No,,None,,10/20/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Seattle Preparatory School,481160,Seattle,WA,Y,Yes,3.77,3.77,4,Unweighted,3,4,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,Yes,,,,
406808208,006264290,,,,F,No,,White,White,,,,WI,53089-1516,United States,UGRD,Freshman,Yes,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,App Received FRE,,,,Hamilton High School,502262,Sussex,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
774048189,006259727,,,,F,No,,White,White,,,,IN,46228-2177,United States,UGRD,Freshman,No,,None,,10/12/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Admit FRE,,,,North Central High School,151717,Indianapolis,IN,,Yes,4.78,3.8,4,Weighted,5,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
640543297,006262302,,,,F,Yes,,White,Hispanic,,,,IL,60304-1434,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Oak Park & River Forest High School,143245,Oak Park,IL,Y,Yes,,,,,,,,Former Gold,High School,,,,Public,,,,,,,,,No,,,,,
184585634,006263234,,,,F,No,,Black or African American,Black or African American,,,,,,Nigeria,OIE,Freshman,No,,None,,10/25/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,Checklist Check OIE,,,,Dority Intl Secondary School,630090,Aba Abia State,,,Yes,,,,,,,,,High School,,,,Independent,,,,,,,,,No,,,,,
259134802,006256737,,,,M,No,,White,White,,,,IL,60015-3323,United States,UGRD,Freshman,No,,None,,8/27/2022,,,,9/12/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Deerfield High School,141570,Deerfield,IL,,No,3.68,3.68,4,Unweighted,5,3,30,,High School,,,,Public,,,,,,,,,No,Yes,,,,
069997779,006263947,,,,F,No,,Asian,Asian,,,,CA,94043-4317,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,11/1/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Los Altos High School,051510,Los Altos,CA,,No,3.89,3.44,4,Weighted,,,29,,High School,,,,Public,,,,,,,,,No,,,,,
694356743,006265196,,,,F,Yes,,White,Hispanic,,,,WI,53147-4420,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Badger High School,501065,Lake Geneva,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
084975124,006260164,,,,F,No,,White,White,,,,IL,60193-3952,United States,UGRD,Freshman,No,,None,,10/14/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Saint Viator High School,140098,Arlington Hts,IL,Y,Yes,3.52,3.52,4,Unweighted,3,2,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
130606951,006265198,,,,F,No,,White,White,,,,IL,60110-1944,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Education,Education,,To Be Entered TOPT FRE,,,,Dundee-Crown High School,140536,Carpentersvle,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
041837222,006257007,,,,F,No,,White,White,,,,WI,53150-3728,United States,UGRD,Freshman,No,Mother,None,,9/5/2022,,,,9/28/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Divine Savior Holy Angels High School DSHA,501350,Milwaukee,WI,Y,Yes,3.54,3.54,4,Unweighted,4,3,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
115025287,006266062,,,,M,No,,White,White,,,,MN,55044-6412,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered FRE,,,,Lakeville North High School,241325,Lakeville,MN,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
549467900,006260961,,,,M,No,,White,White,,,,IL,60565-3412,United States,UGRD,Freshman,No,Mother,None,,10/18/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Naperville Central High School,143105,Naperville,IL,Y,Yes,3.24,3.14,4,Weighted,4,3,,Former Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
859116593,006265177,,,,M,No,,White,White,,,,IL,60126-4512,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,York Community High School,141805,Elmhurst,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
284257136,006262578,,,,F,No,,White,White,,,,WI,54101-9423,United States,UGRD,Freshman,No,,None,,10/25/2022,,,,10/30/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Oconto High School,501685,Oconto,WI,,Yes,4.42,3.98,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
979610830,006264291,,,,F,No,,White,White,,,,IL,60305-1611,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Education,Education,,To Be Entered FRE,,,,Saint Ignatius College Prep,141170,Chicago,IL,Y,No,,,,,,,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,Yes,,,,,
496813677,006263644,,,,F,No,,White,White,,,,IL,60305-1611,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Saint Ignatius College Prep,141170,Chicago,IL,Y,No,3.56,3.41,4,Weighted,,,31,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,Yes,,,,,
319411235,006263643,,,,F,No,,White,White,,,,MO,63109-3318,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,Incomplete FRE,,,,Nerinx Hall High School,263570,Saint Louis,MO,,No,4.43,4,4,Weighted,,,,,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
539944835,006260311,,,,M,No,,White,White,,,,WI,53211-2621,United States,UGRD,Freshman,No,,None,,10/15/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Shorewood High School,502112,Shorewood,WI,Y,Yes,3.63,3.63,4,Unweighted,4,3,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
495127356,006265199,,,,F,No,,White,White,,,,WI,53147-7300,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered FRE,,,,Badger High School,501065,Lake Geneva,WI,,No,,,,,,,,,High School,,,,Public,,,,,,,,,Yes,,,,,
120727303,006256872,,,,F,No,,White,Not Provided,,,,WI,54303-2929,United States,UGRD,Freshman,No,,None,,8/31/2022,,,,9/9/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Chicago Scholars,,,,West High School,500815,Green Bay,WI,,Yes,3.63,3.63,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
789550991,006256409,,,,F,No,,Black or African American,Black or African American,,,,SC,29710-0519,United States,UGRD,Freshman,No,,None,,8/2/2022,,,,8/16/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Clover High School,410485,Clover,SC,,Yes,3.49,3.49,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
714608780,006257933,,,,F,No,,Black or African American,Black or African American,,,,WI,53218-3547,United States,UGRD,Freshman,Yes,,None,,9/25/2022,,,,9/27/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Review Deny,,,,Milwaukee Lutheran High School,501395,Milwaukee,WI,,No,3.02,3.02,4,Unweighted,,,16,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
665980571,006234134,,,,M,No,,White,White,,,,WI,53146-5222,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered Fast Pass FRE,,,,New Berlin West High School,501632,New Berlin,WI,,No,,,,,,,31,,High School,,,,Public,,,,,,,,,No,Yes,,,,
827357922,006263251,,,,M,No,,White,White,,,,IL,61015-9739,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered FRE,,,,Rochelle Township High School,143680,Rochelle,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
183047665,006257991,,,,F,No,,Black or African American,Black or African American,,,,WI,53212-3221,United States,UGRD,Freshman,Yes,,None,,9/26/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Tenor High School,502506,Milwaukee,WI,,Yes,3.27,3.27,4,Unweighted,3,2,,,High School,,,,Public,,,,,,,,,No,,,,,
675276155,006260967,,,,F,No,,White,White,,,,WI,53235-4602,United States,UGRD,Freshman,No,,Mother,Mother,10/18/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Saint Thomas More High School,501418,Milwaukee,WI,Y,Yes,3.87,3.87,4,Unweighted,4,4,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
449435894,006256842,,,,F,No,,White,White,,,,KS,66047-1818,United States,UGRD,Freshman,No,,None,,8/30/2022,,,,10/3/2022,,,,,2023 August (Fall Semester),Education,Education,,Education,,,,Lawrence High School,171690,Lawrence,KS,,No,3.69,3.68,4,Weighted,,,30,,High School,,,,Public,,,,,,,,,No,,,,,
373236080,006265197,,,,F,No,,White,White,,,,WI,54235-3811,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Sturgeon Bay High School,502220,Sturgeon Bay,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
461950616,006258342,,,,M,No,,White,White,,,,WI,53217-4331,United States,UGRD,Freshman,No,Father,None,None,9/30/2022,,,,10/6/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Whitefish Bay High School,501505,Whitefish Bay,WI,Y,No,3.91,3.8,4,Weighted,4,3,30,Gold,High School,,,,Public,,,,,,,,,No,,,,,
048292777,006257478,,,,F,No,,White,White,,,,WI,54701-6586,United States,UGRD,Freshman,No,Brother,None,,9/18/2022,,,,9/19/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Eau Claire Memorial High School,500575,Eau Claire,WI,,No,4,4,4,Unweighted,4,3,28,,High School,,,,Public,,,,,,,,,No,Yes,,,,
142182536,006262920,,,,F,No,,White,White,,,,VA,22301-2750,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,St Stephens & St Agnes School,470040,Alexandria,VA,,No,3.8,3.59,4,Weighted,,,32,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
750575313,006259258,,,,M,No,,White,White,,,,IL,60526-1251,United States,UGRD,Freshman,No,,None,,10/9/2022,,,,10/10/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Lyons Township High School,142483,La Grange,IL,Y,Yes,3.76,3.76,4,Unweighted,4,3,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
103644527,006265178,,,,M,No,,White,White,,,,IL,60091-2580,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,To Be Entered FRE,,,,New Trier High School,144430,Winnetka,IL,Y,No,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
618450869,006259728,,,,F,Yes,,,Hispanic,,,,NE,68147-8429,United States,UGRD,Freshman,Yes,,None,,10/12/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Duchesne Academy of the Sacred Heart,281685,Omaha,NE,Y,Yes,4.14,4,4,Weighted,4,3,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
