Ref,Campus ID,Preferred ,Last,Suffix,Sex,Hispanic,Hispanic Origin,Race,Primary Ethnicity,Phone ,Street,City,State,Zip,Country,App Center,Standing,First Gen,Legacy,Faculty Child,Tuition Remission,Submitted Date,Admit Flag,Non Admit Flag,Cancel Flag,Complete Date,Admit Date,Deny Date,Cancel Date,Deposit Date,Entry Term App,Applied to College,Admitted to College,Admitted to Major,Current Bin Name,Admit Reason,Deny Reason,Cancel Reason,School,CEEB,School City,School State,MU Feeder,Test Optional,Raw GPA,Recalc GPA,GPA Scale,GPA Type,Rigor,Essay,ACT Equivalent,Blue and Gold,Category,Cristo Rey,Jesuit,Organization Flag,Type,Staff Assigned,Physical Therapy Status,Athletic Training Status,Sport,FACHEX,Tuition Exchange,Honors,EOP,Twin,Campus Visit,Undocumented,Merit Award,ONE Created Date,ONE Submitted Date
289701409,006258420,,,,F,No,,White,White,,,,IL,60083-9571,United States,UGRD,Freshman,No,,None,,10/1/2022,,,,10/3/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Admit FRE,,,,Warren Township High School,142175,Gurnee,IL,Y,Yes,4.19,3.84,4,Weighted,3,3,,Gold,High School,,,,Public,,,,,,,,,Yes,,,,,
432151094,006259610,,,,F,No,,White,White,,,,IL,60022-1508,United States,UGRD,Freshman,No,,None,,10/11/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Loyola Academy,144403,Wilmette,IL,Y,No,90.04,3.4,100,Unweighted,,,25,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
674503616,006187899,,,,M,No,,Black or African American,Black or African American,,,,WI,53218-5265,United States,UGRD,Freshman,Yes,,None,,10/14/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Early View Academy of Excellence,501402,Milwaukee,WI,,Yes,,,,,,,,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
754265545,006262338,,,,F,No,,White,White,,,,WI,53045-4050,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Brookfield Central High School,500282,Brookfield,WI,Y,No,4.6,3.99,4,Weighted,,,31,Gold,High School,,,,Public,,,,,,,,,No,,,,,
275418818,006259019,,,,F,No,,White,White,,,,IL,60630-1923,United States,UGRD,Freshman,Yes,,None,,10/6/2022,,,,10/7/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Taft High School,141385,Chicago,IL,,Yes,3.57,3.57,4,Unweighted,4,3,,,High School,,,,Public,,,,,,,,,No,,,,,
855499885,006258889,,,,F,No,,Black or African American,Black or African American,,,,TX,77072-5050,United States,UGRD,Freshman,Yes,,None,,10/5/2022,,,,10/6/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Maybe?,,,,Harmony Science Academy Houston,443546,Houston,TX,,Yes,3.28,3.28,4,Unweighted,3,2,,,High School,,,,Charter,,,,,,,,,No,,,,,
056913477,006261947,,,,M,No,,White,White,,,,OR,97408-7538,United States,UGRD,Freshman,No,,None,,10/23/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Henry D Sheldon High School,380326,Eugene,OR,,No,3.31,3.31,4,Unweighted,4,3,24,,High School,,,,Public,,,,,,,,,No,,,,,
195986845,006264399,,,,M,No,,White,White,,,,MD,20815-6417,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered FRE,,,,Bethesda-Chevy Chase High School,210250,Bethesda,MD,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
003791521,006259611,,,,F,No,,Asian,Asian,,,,IL,60172-4944,United States,UGRD,Freshman,No,,None,,10/11/2022,,,,10/13/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Conant High School,143343,Hoffman Est,IL,Y,Yes,3.71,3.71,4,Unweighted,,,,Former Blue,High School,,,,Public,,,,,,,,,No,,,,11/29/2020,
512137795,006260495,,,,F,No,,White,White,,,,IL,60175-6571,United States,UGRD,Freshman,Yes,,None,,10/16/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Saint Charles East High School,143795,Saint Charles,IL,Y,Yes,4.88,3.88,5,Unweighted,4,4,,Former Blue,High School,,,,Public,,,,,,,,,No,Yes,,,,
038029679,006262968,,,,F,No,,White,White,,,,MA,02364-2160,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered FRE,,,,Fontbonne Academy,221428,Milton,MA,,No,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
814899791,006260782,,,,F,No,,White,White,,,,CO,80640-7713,United States,UGRD,Freshman,No,,None,,10/17/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Holy Family High School,060415,Broomfield,CO,,Yes,3.99,3.67,4,Weighted,,,,,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
938150246,006259453,,,,F,No,,White,White,,,,IL,60655-2424,United States,UGRD,Freshman,No,,None,,10/10/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Maybe?,,,,Mother McAuley High School,141044,Chicago,IL,Y,Yes,3.5,3.24,4,Unweighted,3,4,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
162852833,006260492,,,,M,No,,Black or African AmericanWhite,Black or African American,,,,IL,60913-7392,United States,UGRD,Freshman,No,,None,,10/16/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,Providence Catholic High School,142375,New Lenox,IL,Y,No,4.98,4,4,Weighted,5,2,33,Former Blue,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
737704246,006265329,,,,M,No,,White,White,,,,WI,53092-1570,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Homestead High School,502269,Mequon,WI,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
977869520,006261754,,,,M,No,,Asian,Asian,,,,MI,48009-3089,United States,UGRD,Freshman,No,Mother,None,,10/22/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,University of Detroit Jesuit High School,231225,Detroit,MI,Y,No,3.85,3.64,4,Weighted,4,3,30,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,Yes,,,,
072697475,006262958,,,,M,No,,White,White,,,,WI,53527-8146,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Monona Grove High School,501160,Monona,WI,,No,3.39,3.39,4,Unweighted,,,32,,High School,,,,Public,,,,,,,,,No,Yes,,,,
077489425,006265330,,,,M,No,,White,White,,,,IL,60004-3631,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered FRE,,,,Saint Viator High School,140098,Arlington Hts,IL,Y,No,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
127212489,006259020,,,,F,No,,White,White,,,,IL,60513-1639,United States,UGRD,Freshman,No,,None,,10/6/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Riverside Brookfield High School,143655,Riverside,IL,,Yes,3.56,3.56,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
287937262,006257677,,,,F,No,,Asian,Asian,,,,CA,95014-4323,United States,UGRD,Freshman,No,,None,,9/21/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Maybe?,,,,Monta Vista High School,053466,Cupertino,CA,,No,3.38,3.38,4,Unweighted,3,3,27,,High School,,,,Public,,,,,,,,,No,Yes,,,,
092615398,006263320,,,,M,No,,White,White,,,,IL,61072-9447,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Boylan Catholic High School,143697,Rockford,IL,Y,Yes,,,,,,,,Former Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
235490403,006258082,,,,M,No,,White,White,,,,VA,23322-4293,United States,UGRD,Freshman,No,,None,,9/27/2022,,,,10/6/2022,,,,,2023 August (Fall Semester),Communication,Communication,,Admit FRE,,,,Great Bridge High School,471590,Chesapeake,VA,,Yes,3.68,2.96,4,Weighted,3,3,,,High School,,,,Public,,,,,,,,,No,,,,,
996513463,006259760,,,,F,No,,White,White,,,,IL,60175-5476,United States,UGRD,Freshman,No,,None,,10/12/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Saint Charles North High School,143796,Saint Charles,IL,,Yes,4.95,3.95,5,Unweighted,4,3,,,High School,,,,Public,,,,,,,,,No,,,,,
600507601,006259280,,,,M,No,,White,White,,,,IN,46205-2611,United States,UGRD,Freshman,No,Father,None,,10/9/2022,,,,10/10/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Cathedral High School,151660,Indianapolis,IN,,Yes,4.43,3.88,4,Weighted,4,2,,,High School,,,,Catholic,,,,,,,,,No,,,,,
944867396,006264416,,,,F,No,,AsianWhite,Asian,,,,IL,61115-7916,United States,UGRD,Freshman,Yes,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Harlem Senior High School,143705,Machesney Pk,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
287668182,006261400,,,,M,No,,White,White,,,,WI,53095-4118,United States,UGRD,Freshman,Yes,,None,,10/20/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,West Bend West High School,502457,West Bend,WI,Y,No,3.82,3.82,4,Unweighted,,,25,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
652736228,006259282,,,,F,No,,White,White,,,,MD,21713-2638,United States,UGRD,Freshman,No,,None,,10/9/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Barbara Ingram School For Arts,210609,Hagerstown,MD,,No,4.19,4,4,Weighted,,,27,,High School,,,,Public,,,,,,,,,No,,,,,
534280473,006262635,,,,M,No,,White,White,,,,IL,60516-1856,United States,UGRD,Freshman,No,,None,,10/25/2022,,,,11/1/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Downers Grove South High School,141631,Downers Grove,IL,,Yes,3.41,3.41,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
914157355,006260783,,,,F,Yes,,White,Hispanic,,,,IL,60517-3718,United States,UGRD,Freshman,No,,None,,10/17/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Maybe?,,,,Downers Grove South High School,141631,Downers Grove,IL,,No,2.8,2.8,4,Unweighted,3,2,20,,High School,,,,Public,,,,,,,,,No,Yes,,,,
455121944,006266195,,,,M,No,,Black or African AmericanWhite,Black or African American,,,,IL,60643-5403,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,St Francis De Sales High School,141150,Chicago,IL,,Yes,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
239213073,006259454,,,,F,Yes,,,Hispanic,,,,CO,80138-3044,United States,UGRD,Freshman,No,,None,,10/10/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,J.K. Mullen High School,060600,Denver,CO,,Yes,3.64,3.48,4,Weighted,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
143508227,006257620,,,,F,No,,Black or African AmericanWhite,Black or African American,,,,WI,53089-2375,United States,UGRD,Freshman,No,,Mother,Mother,9/20/2022,,,,9/29/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Maybe?,,,,Hamilton High School,502262,Sussex,WI,,Yes,2.81,2.77,4,Weighted,2,3,,,High School,,,,Public,,,,,,,,,No,,,,,
990678698,006260341,,,,M,No,,American Indian or Alaska NativeWhite,Native American or Alaskan Native,,,,IL,60630-2011,United States,UGRD,Freshman,No,,None,,10/15/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,Loyola Academy,144403,Wilmette,IL,Y,No,95.65,3.9,100,Weighted,4,4,29,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
852677305,006261403,,,,F,No,,Black or African American,Black or African American,,,,IL,60610-1279,United States,UGRD,Freshman,No,,None,,10/20/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Latin School of Chicago,140935,Chicago,IL,,Yes,2.95,2.95,4,Unweighted,,,,,High School,,,,Independent,,,,,,,,,No,,,,,
926893095,006265352,,,,F,No,,AsianBlack or African American,Black or African American,,,,IL,61073-5636,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,Hononegah Community High School,143735,Rockton,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
293896978,006266194,,,,M,No,,White,White,,,,TX,77479-3247,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Strake Jesuit College Prep,443383,Houston,TX,Y,Yes,,,,,,,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
964355576,006262339,,,,F,No,,White,White,,,,DE,19943-5542,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Polytech High School Kent County,080221,Woodside,DE,,Yes,96.33,3.9,100,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
129565941,006262640,,,,F,No,,White,White,,,,WI,53570-9735,United States,UGRD,Freshman,No,,None,,10/25/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Monroe High School,501545,Monroe,WI,,Yes,4,4,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
532565599,006257848,,,,F,No,,Black or African American,Black or African American,,,,WI,53590-1451,United States,UGRD,Freshman,No,,None,,9/24/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Communication,Communication,,Admit FRE,,,,Sun Prairie High School,502242,Sun Prairie,WI,,Yes,3.72,3.72,4,Unweighted,4,1,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
066331811,006257553,,,,F,No,,White,White,,,,VA,23238-4557,United States,UGRD,Freshman,No,,None,,9/19/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Douglas S Freeman High School,471850,Richmond,VA,,Yes,3.69,3.69,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
582441646,006259754,,,,M,No,,Black or African American,Black or African American,,,,GA,30032-6263,United States,UGRD,Freshman,Yes,,None,,10/12/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,McNair High School,110247,Atlanta,GA,,Yes,3.15,3.15,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
052112698,006257112,,,,F,No,,White,White,,,,WI,54729-3081,United States,UGRD,Freshman,No,,None,,9/7/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Chippewa Falls Senior High School,500400,Chippewa Fls,WI,,Yes,3.71,3.71,4,Unweighted,4,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
400284897,006258488,,,,M,Yes,,Black or African American,Hispanic,,,,IL,60305-2042,United States,UGRD,Freshman,No,,None,,10/2/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,App Received FRE,,,,Oak Park & River Forest High School,143245,Oak Park,IL,Y,Yes,,,,,,,,Former Gold,High School,,,,Public,,,,,,,,,No,,,,,
377952359,006264400,,,,M,No,,White,White,,,,IL,60025-5063,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,Glenbrook South High School,142078,Glenview,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,,Yes,,,,
726507259,006264000,,,,F,Yes,,White,Hispanic,,,,IL,60045-3659,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Lake Forest High School,142520,Lake Forest,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
985649984,006265332,,,,M,No,,White,White,,,,IL,60025-5063,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Glenbrook South High School,142078,Glenview,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,,,,,,
146031777,006265331,,,,M,No,,White,White,,,,IL,60025-5063,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Glenbrook South High School,142078,Glenview,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,,Yes,,,,
467805983,006261189,,,,M,No,,White,White,,,,OH,44139-3244,United States,UGRD,Freshman,Yes,,None,,10/19/2022,,,,10/20/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Solon High School,364700,Solon,OH,,Yes,2.68,2.68,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
848622992,006263686,,,,M,No,,White,White,,,,IL,60477-1243,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Victor J. Andrew High School,144117,Orland Hills,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
373007824,006259761,,,,F,No,,White,White,,,,WI,54914-1116,United States,UGRD,Freshman,No,,None,,10/12/2022,,,,10/13/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Appleton West High School,500060,Appleton,WI,,Yes,3.57,3.57,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
214797352,006259131,,,,F,No,,Black or African American,Black or African American,,,,IL,60634-4352,United States,UGRD,Freshman,Yes,,None,,10/7/2022,,,,10/12/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Resurrection College Prep High School,141090,Chicago,IL,,Yes,3.93,3.79,4,Weighted,,,,,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
577898335,006262639,,,,F,No,,Black or African American,Black or African American,,,,IL,60504-4339,United States,UGRD,Freshman,Yes,,None,,10/25/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Oswego High School,143330,Oswego,IL,,Yes,3.4,3.4,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
401544077,006259607,,,,M,No,,White,White,,,,IL,60119-7711,United States,UGRD,Freshman,No,,None,,10/11/2022,,,,10/13/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Kaneland High School,142760,Maple Park,IL,,Yes,3.48,3.48,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
362800619,006259982,,,,F,No,,White,White,,,,IL,60076-2215,United States,UGRD,Freshman,No,,None,,10/13/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Maybe?,,,,Loyola Academy,144403,Wilmette,IL,Y,Yes,90.74,3.2,100,Weighted,3,3,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,Yes,,,,
385608491,006264401,,,,M,No,,White,White,,,,IL,60091-2425,United States,UGRD,Freshman,No,Father,None,,10/30/2022,,,,11/1/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,Loyola Academy,144403,Wilmette,IL,Y,No,95.58,3.9,100,Weighted,4,3,31,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,Yes,,,,
359515339,006261600,,,,F,No,,White,White,,,,IL,60048-4894,United States,UGRD,Freshman,No,,None,,10/21/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Libertyville High School,142620,Libertyville,IL,Y,Yes,3.61,3.61,4,Unweighted,2,3,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
883424539,006262959,,,,M,No,,White,White,,,,IL,60516-3442,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Downers Grove South High School,141631,Downers Grove,IL,,No,4.38,3.83,4,Weighted,,,27,,High School,,,,Public,,,,,,,,,No,,,,,
849789560,006259283,,,,F,No,,White,White,,,,NJ,07076-1944,United States,UGRD,Freshman,Yes,,None,,10/9/2022,,,,10/13/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Mount Saint Mary Academy,311025,Watchung,NJ,,Yes,3.43,3.57,4,Weighted,3,2,,,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
942166857,006265353,,,,F,No,,Black or African American,Black or African American,,,,MN,55434-1980,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Totino-Grace High School,240888,Fridley,MN,,Yes,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
772315550,006260784,,,,F,No,,White,White,,,,IL,60655-2431,United States,UGRD,Freshman,No,,None,,10/17/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Maybe?,,,,Mother McAuley High School,141044,Chicago,IL,Y,Yes,3.38,3.37,4,Weighted,,3,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
686791323,006263321,,,,M,No,,Asian,Asian,,,,IL,60139-3229,United States,UGRD,Freshman,Yes,,None,,10/27/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Glenbard East High School,142662,Lombard,IL,Y,Yes,2.5,2.5,4,Unweighted,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
098607666,006264417,,,,F,No,,White,White,,,,IL,60502-8668,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Batavia High School,140212,Batavia,IL,Y,Yes,,,,,,,,Former Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
423270395,006263992,,,,M,No,,Asian,Asian,,,,IL,60175-7553,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,Saint Charles East High School,143795,Saint Charles,IL,Y,Yes,,,,,,,,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
423242161,006261758,,,,F,No,,White,White,,,,IL,60435-5728,United States,UGRD,Freshman,No,,None,,10/22/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,Providence Catholic High School,142375,New Lenox,IL,Y,No,4.81,3.11,5,Weighted,,,33,Former Blue,High School,,,,Catholic,,,,,,,,,No,,,,,
323266353,006266007,,,,M,Yes,,White,Hispanic,,,,WI,53213-3481,United States,OIE,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Checklist Check OIE,,,,Wisconsin Lutheran High School,501510,Milwaukee,WI,Y,Yes,,,,,,,,Former Blue,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
